Unnamed: 0,page,rows,link,text,url,title
2,https://www.panamaamerica.com.pa/politica?page=0,"<div class=""col l9 m9 s12""><span class=""subtitulo"">Panamá</span><h2 class=""titulo""><a href=""/politica/si-el-fad-no-logra-constituirse-en-partido-sus-candidatos-iran-por-libre-postulacion"">Si el FAD no logra constituirse en partido, sus candidatos irán por libre postulación</a></h2><span class=""seccion-autor""><a href=""/autor/alberto-pinto"">Alberto Pinto</a></span><p class=""resumen"">El dirigente del FAD, Genaro López manifestó que ellos continuarán recogiendo firmas para lograr convertirse en un partido reconocido por el Tribunal Electoral.</p></div>",https://www.panamaamerica.com.pa/politica/si-el-fad-no-logra-constituirse-en-partido-sus-candidatos-iran-por-libre-postulacion,"De no lograr constituirse en partido político para las elecciones del 5 de mayo de 2024, el Frente Amplio por la Democracia (FAD) pretende impulsar sus candidatos mediante la libre postulación.

Versión impresa

Y es que los partidos políticos en formación tienen hasta el próximo 31 de diciembre para ser reconocidos por el Tribunal Electoral, de lo contratio no podrán participar de la contienda venidera.

Hasta los primeros días de junio el FAD cuenta con 11, 476 adherentes de los 39,296 que necesita para lograr inscribirse.

El dirigente del FAD, Genaro López manifestó que ellos continuarán recogiendo firmas para lograr convertirse en un partido reconocido por el Tribunal Electoral.

""Es verdad que estamos contra el tiempo, pero vamos a hacer todo lo posible para lograr todos los requisitos exigidos"", expresó López.

Explicó que desde luego el nuevo mecanismo para recoger las firmas es un gran inconveniente, pero ello no los llevará a desistir de seguir con su proyecto.

""Por ahora estamos analizando que en caso tal que no se pueda conformar el partido para estas elecciones, postular a nuestros candidatos por libre postulación"", confirmó el dirigente sindical.

Plantea que en efecto les ha sido difícil llegar a la población con la propuesta como un partido político diferentes a los ya existentes.

VEA TAMBIÉN: Nicaragüenses y colombianos, los que más solicitudes de refugiados presentaron en mayo

Considera que por ahora no les ha sido posible llevar ese proyecto de país que tienen, pero que poco a poco la población se dará cuenta de que los colectivos exietentes son lo mismo con diferentes nombres.

""Estamos consicentes que para la contienda de mayo de 2024 se nos complica un poco el panorama, pero vamos a seguir recogiendo las firmas hasta que el colectivo sea reconocido legalmente"". expresó.

Ya el FAD ha participado de dos elecciones (2014 y 2019), no obstante en esos comicios no logró subsistir ya que no sacó los votos necesarios.

La mayor parte de personas que en su momento se inscribieron en el FAD fueron obreros de la construcción, docentes y estudiantes universitarios.

¡Mira lo que tiene nuestro canal de YouTube!","
","
"
3,https://www.panamaamerica.com.pa/politica?page=0,"<div class=""col l9 m9 s12""><span class=""subtitulo"">Panamá</span><h2 class=""titulo""><a href=""/politica/diputados-de-cd-expulsados-agotaran-todo-el-proceso-y-denuncian-violaciones-de-sus-derechos"">Diputados de CD expulsados agotarán todo el proceso, y denuncian violaciones de sus derechos</a></h2><span class=""seccion-autor"">Redacción7nacion.paepasa.com/@panamaamerica</span><p class=""resumen"">La diputada Yanibel Ábrego denunció que dentro de Cambio Democrático hay una dictadura donde se hace todo lo que Rómulo Roux quiere, todo porque este no quiere adversarios en una contienda interna.</p></div>",https://www.panamaamerica.com.pa/politica/diputados-de-cd-expulsados-agotaran-todo-el-proceso-y-denuncian-violaciones-de-sus-derechos,"Los 15 diputados expulsados por el Tribunal de Honor y Disciplina de Cambio Democrátio (CD) han dejado claro que agotarán todas las instancias que les permita la ley y la Constitución para defender sus derechos.

Versión impresa

Mediante una conferencia de prensa, la diputada Yanibel Ábrego dijo que ya el equipo legal de la bancada está preparando las acciones a seguir.

Ábrego denunció que a lo interno de Cambio Democrático se les ha violado todos sus derechos, todo porque el presidente de ese colectivo Rómulo Roux no quiere competencia.

La diputada dijo que inicialmente apelarán la desición ante la junta directiva de Cambio Democrático, tal y como lo establece la ley y luego irán hasta el Tribunal Electoral (TE).

Planteó que ellos están claros que esa apelación dentro de la junta directiva de CD será un mero trámite, ya que algunos directores ya han dicho que se mantendrá la decisión.

""Una vez pase ese trámite llevaremos el tema al Tribunal Electoral donde esperamos que se analice a fondo todas las violaciones al debido proceso que se dio en Cambio Democrático"", expresó la diputada.

Manifestó que dentro de Cambio Democrático hay una dictadura que se hace todo lo que Rómulo Roux quiere, ya que este tiene miedo de ir a una contienda.

Denunció que hasta la fecha CD es el único colectivo que no ha dado a conocer un calendario de elecciones, y por ello el Tribunal Electoral debe suspenderle el subsidio electoral.

VEA TAMBIÉN: Nicaragüenses y colombianos, los que más solicitudes de refugiados presentaron en mayo

""Rómulo Roux no quiere reconocer que en democracia se respeta la voz de la mayoría, pero prefiere armar este proceso a fin de no tener nadie que lo contradiga"", señaló.

De la conferencia, también participó el presidente de la Asamblea Nacional, Crispiano Adames, quien dijo que se solidariza con sus colegas diputados.

Desde su punto de vista este tipo de acciones no solo afecta a Cambio Democrático, sino a la democracia del país.

Además de expulsarlos de CD, el Tribunal de Honor ordena revocarles el mandato a los 15 diputados.

¡Mira lo que tiene nuestro canal de YouTube!","
","
"
6,https://www.panamaamerica.com.pa/politica?page=0,"<div class=""col l9 m9 s12""><span class=""subtitulo"">Panamá</span><h2 class=""titulo""><a href=""/politica/diputado-de-san-migelito-leandro-avilal-fue-victima-de-hackeo-1208035"">Diputado de San Migelito, Leandro Ávilal, fue víctima de hackeo</a></h2><span class=""seccion-autor"">Redacción | <a class=""__cf_email__"" data-cfemail=""a2ccc3c1cbcdcc8cd2c3e2c7d2c3d1c38cc1cdcf"" href=""/cdn-cgi/l/email-protection"">[email protected]</a> | @panamaamerica</span><p class=""resumen""></p></div>",https://www.panamaamerica.com.pa/politica/diputado-de-san-migelito-leandro-avilal-fue-victima-de-hackeo-1208035,"El diputado del Partido Revolucionario Democrático, Leandro Ávila, informó que sus cuentas de Twitter e Instagram (@leandroavilaprd) fueron hackeadas por personas desconocidas.

Mediante un comunicado, el diputado del circuito 8-6, advierte que cualquier mensaje publicado a través de esas cuentas no están bajo su responsabilidad.","
","
"
15,https://www.panamaamerica.com.pa/politica?page=0,"<div class=""col l9 m9 s12""><span class=""subtitulo"">Panamá</span><h2 class=""titulo""><a href=""/politica/denuncia-mal-utilizacion-de-los-recursos-del-estado-1207876"">Denuncia mal utilización de los recursos del Estado</a></h2><span class=""seccion-autor""><a href=""/autor/luis-avila"">Luis Ávila</a></span><p class=""resumen"">La denuncia fue presentada por el abogado Ernesto Cedeño, quien indicó que no se debe usar recursos del Estado para este tipo de actividades políticas.</p></div>",https://www.panamaamerica.com.pa/politica/denuncia-mal-utilizacion-de-los-recursos-del-estado-1207876,"Una denuncia administrativa fue interpuesta en contra de funcionarios de la presidencia y del Servicio Nacional Aeronaval (Senan) por autorizar el uso de un helicóptero para el traslado del vicepresidente José Gabriel Carrizo a una actividad política realizada en el distrito de Río de Jesús, provincia de Veraguas.

Versión impresa

La denuncia fue presentada por el abogado Ernesto Cedeño, quien indicó que no se debe usar recursos del Estado para este tipo de actividades políticas.

""La denuncia la estoy haciendo contra los funcionarios del Ministerio de la Presidencia, que pidieron al Senan que le autorizara el helicóptero, a sabiendas de que era para un menester político"", dijo.

Agregó que el fiscal electoral podrá decir que no es competente para investigar al ministro de la Presidencia, porque es la Asamblea.

""Pero si es competente para investigar a todos los funcionarios tanto del Senan, para ver si actuaron o no o los sorprendieron en su buena fe o los funcionarios del Ministerio de la Presidencia que hicieron el pedido"", señaló.

Expresó que esto debe de investigarse de una manera íntegra y responsable.

""No es bueno que usted vea la utilización de un recurso público y se le ríen en la cara porque lo están haciendo con menesteres políticos. Aquí como corresponde, las autoridades deben de jugar su papel. Lo que pasa es que cuando no hay certeza del castigo, esto es lo que sucede"", explicó.'

38

años de edad tiene el actual vicepresidente de la República, José Gabriel Carrizo. 2019

fue elegido junto a Laurentino Cortizo para dirigir las riendas de la República de Panamá.

""Nosotros como ciudadanos tenemos que protestar, llamar a la reflexión a los ciudadanos que administren las cosas como corresponden"", enfatizó.

Las declaraciones y denuncia del jurista se dan luego de que circulará en redes sociales vídeos del traslado de José Gabriel Carrizo a Veraguas para dicha actividad política.

VEA TAMBIÉN: Diputados Juan Diego Vásquez y Gabriel Silva no buscarán la reelección

No es la primera vez que el funcionario es cuestionado por usar recursos del Estado con fines políticos.

""Nosotros no podemos utilizar a SERTV, ni a Senan con los helicópteros, ni a ninguna institución para menesteres políticos""., puntualizó Cedeño en entrevista con ECO TV.

¡Mira lo que tiene nuestro canal de YouTube!","
","
"
16,https://www.panamaamerica.com.pa/politica?page=0,"<div class=""col l9 m9 s12""><span class=""subtitulo"">Panamá</span><h2 class=""titulo""><a href=""/politica/proceso-electoral-esta-en-movimiento-con-un-proyecto-sin-aprobarse-1207874"">Proceso electoral está en movimiento, con un proyecto sin aprobarse</a></h2><span class=""seccion-autor""><a href=""/autor/francisco-paz"">Francisco Paz</a></span><p class=""resumen"">La finalidad original de la propuesta del Tribunal Electoral era corregir inconsistencias detectadas en las últimas reformas electorales y postergar la digitilización de las boletas escrutadas.</p></div>",https://www.panamaamerica.com.pa/politica/proceso-electoral-esta-en-movimiento-con-un-proyecto-sin-aprobarse-1207874,"El proceso con miras a las elecciones generales de 2024 comenzó la semana pasada, con un proyecto de ley sobre materia electoral, aún sin aprobar por la Asamblea Nacional.

Versión impresa

Se trata del proyecto 776, que inicialmente fue presentado para procedimientos administrativos como reducir gastos en los procesos electorales, pero que en la Comisión de Gobierno de la Asamblea, se le introdujo un polémico artículo que provocó su objeción parcial por parte del presidente Laurentino Cortizo.

El denominado ""camarón legislativo"" estipulaba que las decisiones tomadas por mayoría en las bancadas que componen la Asamblea no podrían ser utilizadas como causal de revocatoria de mandato de los diputados.

En su retorno al Legislativo, a pesar de la objeción del Ejecutivo, los diputados de la comisión de Gobierno decidieron mantener el artículo, con una nueva redacción, pero con el mismo espíritu del original.

Para esto, se ampararon en el artículo 154 de la Constitución, el cual establece una excepción que exime de responsabilidad a los diputados, al momento de emitir sus opiniones o votos en el ejercicio de su cargo.

El proyecto fue nuevamente aprobado en la comisión, pero no fue discutido en el Pleno de la Asamblea, por lo que el debate se deberá retomar en el próximo periodo de sesiones.

No obstante, esto no detuvo la convocatoria a elecciones que realizara el Tribunal Electoral, el pasado 1 de junio y que arrancó con las postulaciones de los candidatos por libre postulación.'



El proyecto 776 fue objetado en forma parcial por el presidente Laurentino Cortizo por un artículo que fue incluido por la Asamblea Nacional.



El proyecto regresó a la Asamblea y volvió a ser aprobado por la comisión de Gobierno, sin embargo, el debate no llegó al Pleno de la Asamblea, porque terminó el tercer periodo ordinario de sesiones.



El artículo que provocó el veto presidencial no fue retirado por los diputados, sino que solo fue modificado su redacción.



La propuesta de CD se presenta en medio de un proceso disciplinario seguido a la mayoría de sus diputados.

Decreto

El director de Organización Electoral, Osman Valdés, aclaró que aunque no se haya aprobado el proyecto 776, no afecta el proceso que se inició.

VEA TAMBIÉN: Autoridades de La Chorrera y la APEDE insisten en la prolongación de la Línea 3 del Metro

""Puede ser aprobado en la próxima legislatura, no hay ningún inconveniente, no hay algo allí que afecte, porque las inconsistencias que habían se aclararon mediante un decreto, mientras se apruebe la ley"", detalló el funcionario electoral.

Digitalización de votos

Fuera del polémico artículo, propuesto por la bancada de Cambio Democrático (CD), ¿qué buscaba este proyecto, presentado después de aprobada las reformas al Código Electoral?

Valdés explicó que fue diseñado para corregir varias inconsistencias que existen en la ley electoral, luego de las últimas reformas.

También se solicitó para pasar a 2029, la vigencia de un artículo con relación a la digitalización de los votos en las mesas de votación.

VEA TAMBIÉN: Inédita caravana de 15 mil migrantes parte hacia EE.UU. sede de la Cumbre de Las Américas

Se trata del artículo 434 del Código Electoral, que dispone que ""cada una de las boletas escrutadas deberán ser digitalizadas y publicadas inmediatamente después de finalizar el conteo de todos los votos de la mesa"".

Valdés dijo que los estudios que realizaron demuestran que ese es un proyecto que sale demasiado caro, por lo que el Tribunal Electoral está pidiendo que su vigencia comience en las elecciones de 2029.

¡Mira lo que tiene nuestro canal de YouTube!","
","
"
18,https://www.panamaamerica.com.pa/politica?page=1,"<div class=""col l9 m9 s12""><span class=""subtitulo"">Panamá</span><h2 class=""titulo""><a href=""/politica/diputados-juan-diego-vasquez-y-gabriel-silva-no-buscaran-la-reeleccion-1207868"">Diputados Juan Diego Vásquez y Gabriel Silva no buscarán la reelección</a></h2><span class=""seccion-autor""><a href=""/autor/alberto-pinto"">Alberto Pinto</a></span><p class=""resumen"">En el caso de Juan Diego Vásquez podría optar por la Alcaldía de San Miguelito, mientras que Gabriel Silva manifestó que pudiera estar en apoyo de ONG y asesorías para los que consideran tienen oportunidades para estar de diputados en lo que será el circuito 8-3.</p></div>",https://www.panamaamerica.com.pa/politica/diputados-juan-diego-vasquez-y-gabriel-silva-no-buscaran-la-reeleccion-1207868,"Los diputados electos por libre postulación Juan Diego Vásquez y Gabriel Silva anunciaron que no buscarán la reelección, pero evalúan ""otras posibilidades"".

Versión impresa

Plantearon que cumplirán con su palabra y estarán fortaleciendo la coalición Vamos Panamá.

En el caso de Juan Diego Vásquez podría optar por la Alcaldía de San Miguelito, mientras que Gabriel Silva manifestó que pudiera estar en apoyo de ONG y asesorías para los que consideran tienen oportunidades para estar de diputados en lo que será el circuito 8-3.

Los dos diputados señalaron una serie de promesas que hicieron en la campaña de 2019.

Entre esas promesas estaba el no utilizar privilegios innecesarios de los diputados; no inscribirse en un partido políticos, no cobrar sino iban a la Asamblea y no contratar familiares.

También estaba el no recibir ningún tipo de partida circuital o bono, no reelegirse y luchar contra la corrupción.

Recientemente el Tribunal Electoral abrió el proceso para ser reconocidos como precandidatos de libre postulación, por lo cual estos dos políticos anunciaron que no buscarán la reelección.

Desde el punto de vitas de estos diputados no hay mayor fraude, ni mayor corrupción que romper una promesa.

VEA TAMBIÉN: ¿Cuáles son las prohibiciones del 5 de mayo de 2024, día de las elecciones?

""Como luchadores en contra de la corrupción vamos a cumplir con nuestra palabra"".

Los diputados realizaron la conferencia de prensa debajo de un árbol de almendra en los predios de la Asamblea Nacional.

¡Mira lo que tiene nuestro canal de YouTube!","
","
"
20,https://www.panamaamerica.com.pa/politica?page=1,"<div class=""col l9 m9 s12""><span class=""subtitulo"">Panamá</span><h2 class=""titulo""><a href=""/politica/laurentino-cortizo-y-la-primera-dama-con-agendas-paralelas-en-la-ix-cumbre-de-las-americas"">Laurentino Cortizo y la Primera Dama con agendas paralelas en la IX Cumbre de las Américas </a></h2><span class=""seccion-autor"">Redacción/ <a class=""__cf_email__"" data-cfemail=""375956545e58591947567752475644561954585a"" href=""/cdn-cgi/l/email-protection"">[email protected]</a>/ @panamaamerica</span><p class=""resumen"">La primera dama, Jazmín Colón de Cortizo atenderá una agenda paralela, que inicia este martes 7 de junio, cuando se reunirá con el arquitecto Frank Gehry, quien fue el creador del Biomuseo en la Calzada de Amador.</p></div>",https://www.panamaamerica.com.pa/politica/laurentino-cortizo-y-la-primera-dama-con-agendas-paralelas-en-la-ix-cumbre-de-las-americas,"Entre reuniones con sus homólogos de la región, líderes empresariales y las sesiones plenarias de la Cumbre de las Américas, transcurrirá la gira oficial del exmandatario panameño, Laurentino Cortizo en Los Ángeles, Estados Unidos.

Versión impresa

La agenda de Cortizo inicia este martes con una reunión junto a su equipo de trabajo previa a la ceremonia de inauguración de la IX Cumbre de las Américas en el Teatro Microsoft, 777 Chick Hearn Ct de Los Ángeles, prevista para el miércoles 8 de junio.

En horas de la noche, el presidente, la primera dama y el ministro de Comercio e Industrias, Federico Alfaro, asistirán a una cena con empresarios del IV CEO Summit de la Cumbre de las Américas, invitados por Susanne Clarke, presidenta de la Cámara de Comercio de EE.UU., y Charles Rivkin, presidente y CEO de la Motion Picture Association (MPA).

El jueves 9, el mandatario pronunciará su discurso en la Cumbre de las Américas, y en horas de la tarde tiene programada una reunión bilateral con su homólogo de Chile Gabriel Boric.

Para el viernes 10 de junio, Cortizo Cohen asistirá a las sesiones plenarias de la Cumbre de las Américas y a un almuerzo ofrecido en honor a los presidentes.

En tanto, la primera dama, Jazmín Colón de Cortizo atenderá una agenda paralela, que inicia este martes 7 de junio, cuando se reunirá con el arquitecto Frank Gehry, quien fue el creador del Biomuseo en la Calzada de Amador. Es el primer edificio que el arquitecto Gehry hizo en América Latina.

Colón de Cortizo acompañará al mandatario a la jornada inaugural, encabezada por el presidente de los Estados Unidos Joseph Biden y su esposa Jill Biden, y otros actos oficiales.

La delegación panameña está liderada por Cortizo Cohen, acompañado de la Primera Dama Yazmín Colón de Cortizo, la ministra de Relaciones Exteriores Erika Mouynes, el ministro de Comercio e Industrias Federico Alfaro Boyd, Ramón Martínez recientemente designado por el gobierno panameño embajador en Washington, la embajadora de Panamá ante la Organización de Estados Americanos (OEA) María Roquebert, la cónsul de Panamá en Los Ángeles Gilda García y el doctor Camilo Alleyne.

VEA TAMBIÉN: Francisco Carreira formaliza su aspiración presidencial: 'Hay un rechazo hacia los partidos políticos'

Este último, candidato por Panamá a la dirección de la Organización Panamericana de la Salud (OPS/OMS).

El mandatario estará retornando al país el sábado 11 de junio.

La IX Cumbre de las Américas inició ayer en la ciudad de Los Ángeles en medio de la polémica por la exclusión de Cuba, Venezuela y Nicaragua por parte de Estados Unidos.

Mandatarios abordarán la pandemia de COVID-19 y las grietas que ha dejado al descubierto en los sistemas sanitarios, económicos, educativos y sociales; incluyen las amenazas a la democracia; la crisis climática; y la falta de acceso equitativo a oportunidades económicas, sociales y políticas.

¡Mira lo que tiene nuestro canal de YouTube!

¡Mira lo que tiene nuestro canal de YouTube!","
","
"
25,https://www.panamaamerica.com.pa/politica?page=1,"<div class=""col l9 m9 s12""><span class=""subtitulo"">Panamá</span><h2 class=""titulo""><a href=""/politica/juan-diego-vasquez-sobre-la-boda-de-kayra-harding-fui-como-un-companero-de-trabajo-1207763"">Juan Diego Vásquez sobre la boda de Kayra Harding: 'Fui como un compañero de trabajo'</a></h2><span class=""seccion-autor""><a href=""/autor/karol-elizabeth-lara"">Karol Elizabeth Lara</a></span><p class=""resumen"">'No podemos caer en discursos de odio. ¿Qué queremos, matarlos?', expuso el diputado.</p></div>",https://www.panamaamerica.com.pa/politica/juan-diego-vasquez-sobre-la-boda-de-kayra-harding-fui-como-un-companero-de-trabajo-1207763,"El diputado independiente Juan Diego Vásquez aseguró que asistió a la boda de su colega Kayra Harding como un compañero de trabajo más.

Versión impresa

Vásquez dijo que respeta la opinión de la gente, sin embargo, tiene claras cuáles son sus posturas.

""Eso de dime con quién andas y te diré quién eres no aplica para una persona con criterio, convicciones y carácter"", expuso Vásquez en el programa Debate Abierto.

El político recordó que todos los días tiene contacto con sus colegas en la Asamblea Nacional.

Agregó que su asistencia a la boda no condiciona sus votaciones con respecto a los proyectos que considere inconvenientes.

""No podemos caer en discursos de odio. ¿Qué queremos, matarlos? No soy aliado. Fui como un compañero de trabajo"", agregó.

Vásquez fue una las múltiples figuras que recibió críticas por asistir a la boda de Kayra Harding con el príncipe ghanés Anthony Bart-Appiah.

En la celebración también estuvieron presentes el presidente Laurentino Cortizo, la magistrada presidente María Eugenia López y el magistrado Alfredo Juncá.

VEA TAMBIÉN: Veto parcial a proyecto que buscaba permanencia de facilidades para compras menores a municipios

Harding y el príncipe se casaron el fin de semana pasado, en una lujosa recepción que estuvo durante varios días en el foco mediático.

¡Mira lo que tiene nuestro canal de YouTube!","
","
"
26,https://www.panamaamerica.com.pa/politica?page=1,"<div class=""col l9 m9 s12""><span class=""subtitulo"">Panamá</span><h2 class=""titulo""><a href=""/politica/veto-parcial-proyecto-que-buscaba-permanencia-de-facilidades-para-compras-menores"">Veto parcial a proyecto que buscaba permanencia de facilidades para compras menores a municipios </a></h2><span class=""seccion-autor""><a href=""/autor/francisco-paz"">Francisco Paz</a></span><p class=""resumen"">En los últimos meses se ha cuestionado el manejo de los recursos económicos con que cuentan juntas comunales y municipios.</p></div>",https://www.panamaamerica.com.pa/politica/veto-parcial-proyecto-que-buscaba-permanencia-de-facilidades-para-compras-menores,"El presidente Laurentino Cortizo vetó el proyecto de ley 650 que pretendía simplificar el proceso de contrataciones menores en los municipios, juntas comunales y consejos provinciales.

Versión impresa

La propuesta, presentada por el diputado del PRD, Javier Sucre, quien presiden la Comisión de Asuntos Municipales del parlamento panameño, buscaba la permanencia de medidas que se les permitió a los municipios realizar durante la pandemia para las contrataciones menores.

Y es que el próximo 30 de junio, vence el decreto que permitía a los gobiernos locales, obviar el uso obligatorio de la Plataforma de Cotización en Línea para los procedimientos de contrataciones menores.

“Aunque el país se encuentre aún bajo los efectos de la pandemia por la Covid-19, el Órgano Ejecutivo ha considerado que estas pueden ir progresivamente culminando, contrario a lo que pretende la iniciativa legislativa sujeta a nuestro estudio”, precisó el mandatario.

Ahora bien, el veto de Cortizo fue de manera parcial y dispone la corrección de nueve artículos del proyecto de ley para que se haga la salvedad de que estas excepciones solo se permitirán en municipios ubicados en zonas rurales y comarcales, donde haya pobreza multidimensional y no se cuente con internet, o aquellos que confronten desastres naturales.

En el caso de las compras menores de $5 mil, se proponía el uso de la cuenta menuda, mientras que en aquellas superiores a ese monto y hasta por $15 mil, solo deberían presentarse tres cotizaciones.

En este aspecto, Cortizo consideró necesario, también, que los montos se homologuen a lo establecido en la Ley de Contrataciones Públicas.

En la palestra pública ha estado en estos dos meses el manejo de los recursos por los regentes de los gobiernos locales.

VEA TAMBIÉN: Ricardo Martinelli aboga para que la justicia sea imparcial para todos

En este año, se les eliminó los gastos de movilización y la Corte Suprema de Justicia consideró ilegal el cobro de dos salarios del Estado por parte de los representantes de corregimiento.

Estos han manifestado que ese recurso lo necesitan para atender las necesidades de sus comunidades, ya que son el primer contacto con estas.

Ahora, con esta objeción parcial, solo los municipios ubicados en áreas apartadas y comarcales tendrán acceso a las excepciones en los procedimientos de contrataciones, si en tal caso, el Legislativo acoge las recomendaciones del Ejecutivo, en el próximo periodo ordinario.

¡Mira lo que tiene nuestro canal de YouTube!","
","
"
43,https://www.panamaamerica.com.pa/politica?page=2,"<div class=""col l9 m9 s12""><span class=""subtitulo"">Panamá</span><h2 class=""titulo""><a href=""/politica/expectativas-por-resultados-de-audiencia-contra-15-diputados-de-cd-defensa-sustenta"">Expectativas por resultados de audiencia contra 15 diputados de CD; defensa sustenta incongruencias en el proceso</a></h2><span class=""seccion-autor"">Redacción/ <a class=""__cf_email__"" data-cfemail=""e38d82808a8c8dcd9382a38693829082cd808c8e"" href=""/cdn-cgi/l/email-protection"">[email protected]</a>/ @panamamerica</span><p class=""resumen"">Carlos Carrillo denunció violaciones a la Ley e insistió en que el Tribunal Electoral debe advertir a los partido su compromiso de respetar los postulados generales.</p></div>",https://www.panamaamerica.com.pa/politica/expectativas-por-resultados-de-audiencia-contra-15-diputados-de-cd-defensa-sustenta,"""Los diputados violaron los estatutos del partido"", argumenta el fiscal superior del Partido Cambio Democrático (CD), Raúl Andrade, mientras la defensa advierte violación en el proceso de expulsión y revocatoria en contra de los diputados.

Versión impresa

El futuro de 15 diputados del CD dentro del colectivo está en manos del Tribunal de Honor y Disciplina del CD, mientras la defensa de cuatro de ellos advirtió que apelará una decisión en contra.

Carlos Carrillo denunció violaciones a la Ley e insitió en que el Tribunal Electoral debe advertir a los partidos su compromiso de respetar los postulados generales.

""Veremos la realidad de una decisión que podrá ser apelada y tendrá que dirimirlo el Tribunal Electoral (TE) o la Cortes Suprema de Justicia (CSJ) en el caso que sea necesario"", indicó Carrillo.

Apoyar la candidatura y elección del oficialista Crispiano Adames en la presidencia de la Asamblea Nacional, les costó el proceso interno que está por definirse este miércoles.

Durante la audiencia, se escucharán los alegatos de ambas partes, y corresponderá al Tribunal de Hornor y Disciplina tomar la decisión. Previamente, la defensa elaboró un listado de las observaciones y revervas sobre la legalidad del proceso. Carrillo indicó que se esta discutiendo temas superados, en cuando a la emisión o no de un voto y formalidades.

El fiscal no aparece nominado como fiscal general, aplicaron normas posteriores a los hechos y erradas en la numeración, el único hecho que se invoca es la emisión de un voto, agregó la defensa.

Carrillo representa a los diputados Yanibel Ábrego, Hernán Delgado, Mercedes Gálvez y Nelson Jackson . Los 15 diputados en cuestión adversan la gestión de Rómulo Roux y son acusados de violar los estatutos del colectivo.

VEA TAMBIÉN: Petita Ayarza: 'Proyecto convierte a los gunas en protectores del lago Bayano, no en sus dueños'

¡Mira lo que tiene nuestro canal de YouTube!","
","
"
